mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Calm,Drive Safe - A COLORS SHOW,Drive Safe - A COLORS SHOW,Rich Brian,2cM5JyfLJqA4B0SS2QrGxI,2019-12-13,0,204000,0.685,0.615,0.159,0.0,0.0978,0.519,-14.497,0.0306,98.007,7,4
Calm,Ivy,Blonde,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,2016-08-20,79,249191,0.567,0.782,0.388,0.000309,0.248,0.452,-9.579,0.0384,116.362,9,4
Calm,With Me,SEPT 5TH,dvsn,6AIte2Iej1QKlaofpjCzW1,2016-03-27,57,419500,0.771,0.0314,0.466,0.000761,0.31,0.245,-8.651,0.0308,110.011,0,4
Calm,Streetcar,Pilgrim's Paradise,Daniel Caesar,7Cu2COdH93MnuireuKNiS3,2015-11-12,69,246972,0.41,0.721,0.298,0.0,0.158,0.142,-11.796,0.0473,109.651,3,3
Calm,Ain't Nobody Takin My Baby,Ain't Nobody Takin My Baby,Russ,6VnqGxiMNexOe0kRmIsBw4,2016-12-23,66,189231,0.696,0.673,0.57,3.02e-06,0.098,0.329,-9.084,0.557,76.976,0,4
Calm,Insecure,A.M. Paradox,Brent Faiyaz,4t5Zj9I7WDYFaYlSif13lV,2016-09-20,59,245619,0.436,0.509,0.306,0.0,0.591,0.355,-11.337,0.0886,95.337,11,5
Calm,Talk 2 U,Sonder Son,Brent Faiyaz,1Xm9CQRcJbOgTCpKCpS9s5,2017-10-13,66,159485,0.688,0.14,0.634,0.000263,0.253,0.561,-10.443,0.0929,88.018,5,4
Calm,Marvins Room,Take Care (Deluxe),Drake,047fCsbO4NdmwCBn8pcUXl,2011-11-15,74,347226,0.492,0.646,0.26,0.00178,0.0705,0.312,-17.341,0.0921,111.519,9,5
Calm,Tadow,Lady Lady,Masego,51rPRW8NjxZoWPPjnRGzHw,2018-09-07,75,301893,0.704,0.669,0.487,8.64e-05,0.111,0.313,-6.407,0.0604,121.726,9,4
Calm,RENDEZVOUS,COLOURS 2,PARTYNEXTDOOR,77mh9ekRRedxpn25cf4p6q,2017-06-02,45,211914,0.776,0.00507,0.374,2.42e-06,0.11,0.388,-7.323,0.0478,94.004,10,4
Calm,Girls Need Love,Last Day Of Summer,Summer Walker,644rGY6maSElnKVsAg1gJj,2018-10-19,73,140760,0.645,0.558,0.418,0.0003,0.562,0.123,-10.065,0.29,96.963,6,4
Calm,Tattoos Together,~how i'm feeling~,Lauv,0ycFQvBTfuo1LCdG0HhszL,2020-01-16,0,186613,0.862,0.00575,0.4,7.49e-06,0.123,0.596,-7.486,0.0736,122.963,4,4
