mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Energetic,Neighborhood Watch,Top Shotta,NLE Choppa,34rDrlkBHlleqVecRwoAce,2020-08-07,0,202191,0.801,0.132,0.583,0.0,0.122,0.686,-8.937,0.357,146.081,5,4
Energetic,I'm Up (feat. Kid Ink & French Montana),I'm Up (feat. Kid Ink & French Montana),Omarion,1hlwA8qvXx0Bl6iYuDbIuD,2015-06-18,53,201336,0.793,0.204,0.505,0.0,0.0413,0.704,-7.061,0.138,97.998,6,4
Energetic,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,5rb9QrpfcKFHM1EUbSIurX,2004-03-23,83,250373,0.894,0.0183,0.791,0.0,0.0388,0.583,-4.699,0.112,105.018,2,4
Energetic,Boyz-N-The-Hood,N.W.A. And The Posse,N.W.A.,5RGXoZt1qxmAErdhbyKJKq,1987-01-01,69,339893,0.785,0.0417,0.479,3.5e-05,0.334,0.727,-10.247,0.362,87.691,3,4
Energetic,Hail Mary,Greatest Hits,2Pac,2zoobJFEB9h15fjYjRd6oP,1998-01-01,67,312373,0.772,0.158,0.644,4.14e-06,0.366,0.388,-6.318,0.265,82.05,10,4
Energetic,It Was A Good Day,The Predator,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA,1992-11-17,81,260000,0.798,0.33,0.744,0.000106,0.292,0.794,-5.328,0.136,82.356,7,4
Energetic,Straight Outta Compton,Straight Outta Compton,N.W.A.,6KIKRz9eSTXdNsGUnomdtW,1988-08-08,72,258687,0.834,0.0461,0.878,0.0,0.334,0.418,-9.484,0.15,102.848,8,4
Energetic,Juicy - 2005 Remaster,Ready to Die (The Remaster),The Notorious B.I.G.,5ByAIlEEnxYdvpnezg7HTX,1994-09-13,77,302760,0.889,0.47,0.818,0.0,0.179,0.782,-4.639,0.253,96.063,9,4
Energetic,Deadly Combination (feat. 2Pac),The Big Picture,Big L,71qTrOPHOj1KDEy0IG2Zjg,2016-07-15,0,152373,0.901,0.0913,0.513,0.0,0.267,0.628,-10.029,0.305,91.477,1,4
Energetic,BIRDBOY,BIRDBOY,NLE Choppa,3ngpmF7yiqVMesqqGuepX1,2019-04-18,57,129306,0.865,0.0552,0.428,0.0,0.307,0.531,-9.901,0.853,123.163,1,4
Energetic,Free Youngboy,Free Youngboy,NLE Choppa,3cuykPS9TJOWufYPvTUOTN,2019-06-14,53,164832,0.698,0.0133,0.791,0.0,0.361,0.838,-6.581,0.255,87.497,10,4
Energetic,Make Em Say (feat. Mulatto),Top Shotta,NLE Choppa,4dngUamfm6p0w111i1zyT2,2020-08-07,0,202954,0.658,0.0103,0.823,0.0,0.0801,0.232,-3.502,0.16,170.498,1,4
Energetic,Hittas (feat. NLE Choppa),Baccend Beezy,Yella Beezy,7LOcwrqPDk1KVRPuxkcdcR,2019-07-19,0,215388,0.836,0.0695,0.716,0.0,0.177,0.701,-5.487,0.186,129.999,2,4
Energetic,Stick By My Side,Stick By My Side,NLE Choppa,0i13kILDvqXijVH5UBA2De,2019-05-30,48,115120,0.781,0.0652,0.397,0.00082,0.11,0.108,-9.911,0.0717,134.178,0,4
Energetic,All Bad (feat. Lil Uzi Vert),High Off Life,Future,021lWIHJrURZrmvYQ1xcM8,2020-05-15,59,207738,0.931,0.0144,0.667,0.0,0.15,0.667,-7.043,0.318,142.039,6,4
Energetic,On The Road (feat. Meek Mill & Lil Baby),Hollywood's Bleeding,Post Malone,0hGH0S74Eoyv6mXZcOKtdQ,2019-09-06,0,218320,0.442,0.0589,0.737,0.0,0.102,0.21,-5.046,0.109,112.93,7,5
Energetic,m.A.A.d city,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2cDCojn6uIBM6A5xTAbl3H,2012,68,350120,0.487,0.0538,0.729,4.07e-06,0.44,0.217,-6.815,0.271,91.048,2,4
Energetic,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,2020-08-14,81,261492,0.761,0.244,0.518,3.47e-05,0.107,0.522,-8.871,0.134,133.976,0,4
Energetic,Need It,Need It,Migos,6mtjo5kIHKlboGE84lf1FJ,2020-05-22,69,195680,0.852,0.0313,0.745,0.0,0.0824,0.897,-3.667,0.171,148.007,11,4
Energetic,Hurtin,My Turn,Lil Baby,1sMalYr4ASm3kOr3K9JEh6,2020-02-28,52,163652,0.804,0.0624,0.422,1.41e-06,0.137,0.157,-8.788,0.35,93.871,6,4
Energetic,Many Men (Wish Death),Get Rich Or Die Tryin',50 Cent,2I9foKseoFQh07p6sD2voE,2003-02-06,71,256226,0.653,0.0153,0.826,0.00146,0.131,0.416,-2.93,0.354,108.52,6,5
