,index,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
685,857,Spaceship (feat. Sheck Wes),Heaven Or Hell,Don Toliver,0cbO20ZF2lFflZGnNUHhGB,2020-03-13,53,185142,0.724,0.445,0.693,0.0,0.389,0.713,-5.379,0.0798,139.986,7,4
686,858,100 Shots,100 Shots,NLE Choppa,1eto1iY3lVWyJhejV6Mi6J,2020-02-28,51,157928,0.832,0.154,0.591,2.75e-05,0.124,0.297,-7.665,0.408,140.081,11,4
687,859,Myron,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,56uXDJRCuoS7abX3SkzHKQ,2020-03-13,74,224954,0.771,0.055,0.654,0.0,0.214,0.573,-6.976,0.298,155.047,8,4
688,861,Wassup (feat. Future),Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,19Ec2gbNtQTE44IizcPjtD,2020-03-13,56,193313,0.762,0.352,0.622,0.0,0.145,0.626,-6.293,0.223,130.019,5,4
689,862,Moon Relate,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,4sWGHlZGM1XA7TyWdtBAbA,2020-03-13,55,181825,0.867,0.18,0.768,0.0,0.254,0.34,-3.73,0.0791,102.021,7,3
690,863,I Can Show You,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,0AhJag7VI8uFf3mJFsTwvf,2020-03-13,56,120076,0.817,0.051,0.656,0.0,0.115,0.314,-7.086,0.277,139.915,10,4
691,864,Money Spread (feat. Young Nudy),Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,5tBdxqz8gauIO8Hh8qwo0H,2020-03-13,56,217008,0.778,0.0234,0.618,0.0,0.298,0.212,-6.432,0.219,135.879,1,4
692,866,Want Beef? 2.0,Want Beef? 2.0,YSN Flow,7fxQmoMf84inucOZNzM8iz,2019-07-27,47,162901,0.742,0.459,0.382,0.0,0.338,0.385,-12.062,0.201,119.906,2,4
693,867,Ransom (with Juice WRLD) - Remix,We Love You Tecca,Lil Tecca,2WsuSYJNXGKXVYkHPnq2yp,2019-08-30,74,171253,0.684,0.0119,0.671,0.0,0.0769,0.45,-6.424,0.289,179.987,2,4
694,868,Havin My Way (feat. Lil Durk),Havin My Way (feat. Lil Durk),Lil Skies,0oH0OIeKJSAT5bdFkbz20A,2020-03-04,0,211653,0.802,0.275,0.737,0.0,0.113,0.712,-4.862,0.0757,127.013,6,4
695,869,Trap This Way (This Way),Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,7vTspUAmMKFkUpKL9HLZNL,2020-03-13,57,185438,0.71,0.248,0.586,0.0,0.193,0.207,-5.331,0.381,175.987,2,4
696,871,FIND MY WAY,FIND MY WAY,DaBaby,1lGHa2pwYzxQHFBUynhLtO,2020-04-01,0,139890,0.836,0.187,0.624,0.0,0.138,0.7,-6.75,0.184,103.0,4,4
697,872,Toosie Slide,Toosie Slide,Drake,127QTOFJsJQp5LbJbu3A1y,2020-04-03,75,247058,0.834,0.321,0.454,6.15e-06,0.114,0.837,-9.75,0.201,81.618,1,4
698,873,SHUT UP,SHUT UP,DaBaby,3ekxXNSH4mgUnMprSnopls,2020-02-06,52,170192,0.871,0.203,0.555,0.0,0.118,0.248,-5.968,0.248,129.973,1,4
699,874,Pony,Baby On Baby,DaBaby,0SsTkfOhM7e87trwjEqBQN,2019-03-01,53,204573,0.92,0.102,0.622,0.0,0.35,0.815,-6.388,0.246,119.962,9,4
700,876,Untouchable,Untouchable,YoungBoy Never Broke Again,4MofYf0f4ijlVV6elUW5S3,2017-05-31,0,180705,0.78,0.0447,0.784,0.0,0.122,0.43,-5.039,0.186,85.023,1,4
701,877,"Turn Down for What (feat. Juicy J, 2 Chainz & French Montana) - Official Remix","Turn Down for What (feat. Juicy J, 2 Chainz & French Montana) [Official Remix]",DJ Snake,6h5yOjQNDaLZ0rW2OGoXTB,2014-05-19,52,225560,0.822,0.00652,0.76,0.0,0.0403,0.362,-4.296,0.249,100.006,9,4
702,878,Shorty,Future & Juice WRLD Present... WRLD ON DRUGS,Future,5ExHDzOoOhC4xZGPh9zyQZ,2018-10-19,62,121000,0.795,0.245,0.386,0.0,0.0973,0.619,-10.638,0.18,131.971,10,4
703,879,The Bees Knees,Death Race For Love,Juice WRLD,6LkawpJyy0TZJ6Z41gMVyy,2019-03-08,14,325809,0.427,0.125,0.724,0.0,0.749,0.289,-4.751,0.0844,140.029,0,4
704,881,911,Flow $ZN,YSN Flow,6CLYeeLUdHrfsZxWkpXleW,2020-04-10,30,117778,0.853,0.247,0.705,0.0,0.11,0.275,-4.236,0.0506,89.996,2,4
705,882,Today,Flow $ZN,YSN Flow,3BvuM4kKAD9IupD9VPrtVP,2020-04-10,28,191853,0.641,0.36,0.683,0.0,0.166,0.645,-5.505,0.229,142.019,2,4
706,883,Bad Vibe (feat. Lil Tjay),Flow $ZN,YSN Flow,0PWVikbRM7c9Il4TI1AG4x,2020-04-10,45,184838,0.711,0.065,0.69,0.0,0.0702,0.856,-5.235,0.152,77.51,3,4
707,884,JUMP (feat. YoungBoy Never Broke Again),BLAME IT ON BABY,DaBaby,0oT9ElXYSxvnOOagP9efDq,2020-04-17,61,212093,0.896,0.169,0.72,0.0,0.252,0.966,-6.262,0.355,140.1,0,4
708,886,Set Me Free,Abyss,C Lux,61nCpfC8n5J74tMBkadSWZ,2020-03-27,0,225541,0.537,0.0861,0.491,1.43e-06,0.108,0.188,-9.671,0.111,104.416,5,4
709,887,Trifling,Trifling,wrldofjuice,1iCGo2TJ3YTJn4huDbT4O1,2020-03-16,0,211983,0.754,0.0472,0.597,0.0,0.073,0.44,-7.036,0.378,145.153,8,4
710,888,Glod,Glod,JungleRunner,3vbPH6LF6PvVQ0zsQNjj6P,2020-04-08,0,299311,0.741,0.0152,0.484,0.00516,0.126,0.577,-8.097,0.055,76.978,0,4
711,889,My Friends Die,Abyss,C Lux,3Q75aaeP0PBKLVXLDQtWc1,2020-03-27,0,179931,0.679,0.0186,0.596,0.0,0.159,0.628,-8.416,0.0757,154.044,8,4
712,891,Forever,Surreal.,Doyverse,6GCam9E07pBja4OJscGVb9,2020-04-14,0,100000,0.689,0.00987,0.479,5.83e-05,0.171,0.744,-12.622,0.219,163.016,4,4
713,892,Hot N*gga,Hot N*gga,Bobby Shmurda,19gEmPjfqSZT0ulDRfjl0m,2014-07-25,74,194561,0.794,0.0505,0.51,1.81e-06,0.0562,0.18,-7.314,0.42,167.879,9,4
714,893,Bobby Bitch,Bobby Bitch,Bobby Shmurda,6j8lAie0mdUNreql5d5Ejz,2014-10-14,60,160383,0.921,0.0136,0.525,0.0,0.313,0.794,-8.186,0.413,130.747,11,4
715,894,Living Life (feat. Rowdy Rebel),Shmurda She Wrote,Bobby Shmurda,6IEvn1ksSpWNEZHhkh1yzf,2014-11-10,52,148426,0.669,0.0213,0.729,0.0,0.188,0.486,-8.107,0.288,168.15,9,4
716,896,Out Of Love (feat. Internet Money),Out Of Love,Lil Tecca,7rTzrRdc5UbvLr0gwI1J3E,2020-04-17,0,153597,0.732,0.102,0.654,0.0,0.215,0.369,-6.136,0.045,138.049,7,4
717,897,DROP (feat. A Boogie wit da Hoodie & London On Da Track),BLAME IT ON BABY,DaBaby,5rFGVn8fCFjnRwCebW0XbS,2020-04-17,52,149613,0.833,0.121,0.589,0.0,0.299,0.536,-6.384,0.231,96.455,9,4
718,898,Can't Tell Me Nothing,Graduation,Kanye West,4ImL3v98u2BLkwnyQDjfRm,2007-09-11,0,271600,0.594,0.0121,0.614,0.0,0.823,0.101,-6.091,0.0536,79.968,5,4
719,899,First Off (feat. Travis Scott),Future Hndrxx Presents: The WIZRD,Future,3WRIaWsws011vHMd9uzPjG,2019-01-18,62,228366,0.734,0.013,0.683,0.0,0.28,0.445,-6.105,0.0776,162.038,1,4
720,901,Right Above It,I Am Not A Human Being,Lil Wayne,1kMuU3TNQvHbqvXCWBodmP,2010-01-01,69,271946,0.376,0.0435,0.841,0.0,0.578,0.463,-4.348,0.356,76.052,3,4
721,902,Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,40wUM3LFZOlUcZfxEIZrYK,2012-10-22,65,313786,0.716,0.123,0.485,2.69e-05,0.604,0.26,-7.745,0.404,74.132,1,4
722,903,Hands on the Wheel (feat. Asap Rocky),Habits & Contradictions,ScHoolboy Q,78JKJfKsqgeBDBF58gv1SF,2012-01-14,62,197131,0.646,0.0166,0.784,0.0,0.0721,0.179,-7.471,0.108,127.839,1,4
723,904,Black Skinhead,Yeezus,Kanye West,1ce3DvvGQn6hY2LMGMLCr5,2013-01-01,0,188013,0.578,0.000986,0.825,0.0,0.176,0.283,-6.107,0.322,130.089,1,4
724,906,Desires (with Future),Dark Lane Demo Tapes,Drake,7eYAHC0RbBF9eaqWzT34Aq,2020-05-01,66,237945,0.812,0.281,0.506,0.0,0.325,0.554,-7.706,0.116,145.074,5,4
725,907,Homecoming,Graduation,Kanye West,2ovQ5MCx91XVjgVWEPfvks,2007-09-11,24,203493,0.667,0.337,0.747,0.0,0.115,0.918,-7.059,0.189,86.917,1,4
726,908,Big Brother,Graduation,Kanye West,1x6jHJGczTBitBy06hIWgx,2007-09-11,9,287573,0.498,0.214,0.742,0.0,0.0641,0.302,-6.248,0.259,78.428,11,4
727,909,Love Me,I Am Not A Human Being II (Deluxe),Lil Wayne,7tGlzXJv6GD5e5qlu5YmDg,2013-01-01,75,253440,0.674,0.0119,0.608,0.0,0.103,0.464,-6.628,0.0334,124.952,8,4
728,911,Zoo York (feat. Fivio Foreign & Pop Smoke),State of Emergency,Lil Tjay,3Ddny34bFoYBb8dIGq5lwp,2020-05-08,68,214825,0.565,0.0352,0.569,8.81e-06,0.106,0.303,-6.084,0.379,92.466,6,5
729,912,Riot,Riot,Lil Skies,3U3STxSn8EgiwtbgG7g6k1,2020-05-14,0,166457,0.853,0.0236,0.852,0.0,0.342,0.832,-5.063,0.201,98.022,1,4
730,913,Flex (feat. Juice WRLD),THE GOAT,Polo G,2QqJTIlGKRLJC3onkavYEz,2020-05-15,74,163902,0.752,0.0538,0.673,0.0,0.133,0.35,-5.792,0.153,164.009,10,4
731,914,Trillionaire (feat. Youngboy Never Broke Again),High Off Life,Future,740kQ8xwSGloumdiKR5Cwz,2020-05-15,61,167551,0.768,0.237,0.526,0.0,0.139,0.473,-7.182,0.209,139.999,0,4
732,916,Changes,Greatest Hits,2Pac,1ofhfV90EnYhEr7Un2fWiv,1998-01-01,73,268826,0.865,0.0453,0.665,0.0,0.224,0.331,-6.289,0.073,111.113,7,4
733,917,Different (feat. Yung Bans),Future & Juice WRLD Present... WRLD ON DRUGS,Future,3thLnNvO9IctWoccbsZyJV,2018-10-19,58,151013,0.456,0.098,0.516,0.0,0.115,0.684,-10.512,0.459,77.058,8,4
734,918,Butter Pecan - Bonus Track,We All Shine,YNW Melly,4gVX26KwlsIh9Uh7hKIRjp,2019-01-18,58,222592,0.808,0.157,0.524,0.0,0.136,0.423,-9.008,0.354,129.978,5,4
735,919,Range Rover Sports Truck (Lil Yachty & Lil Keed),Lil Boat 3,Lil Yachty,03Aji6nA2bOepJewgLQUUa,2020-05-29,52,172656,0.851,0.0747,0.494,0.0,0.334,0.508,-5.641,0.366,163.063,1,4
736,921,Heatin Up (feat. Gunna),My Turn,Lil Baby,7KSSdFCBHCfq4KPzz78ghk,2020-02-28,68,177314,0.788,0.0611,0.436,0.0,0.0979,0.341,-9.435,0.364,129.847,1,4
737,922,Lil Top,"Still Flexin, Still Steppin",YoungBoy Never Broke Again,1aMokXl3uKDvCh4BBcjFOA,2020-02-21,65,185745,0.708,0.0556,0.654,0.0,0.208,0.697,-6.76,0.369,168.032,5,4
738,923,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,7ytR5pFWmSjzHJIeQkgog4,2020-04-17,81,181733,0.746,0.247,0.69,0.0,0.101,0.497,-7.956,0.164,89.977,11,4
739,924,DND,THE GOAT,Polo G,58GJNfq2m0Qr5nIUCDbXVQ,2020-05-15,61,180058,0.779,0.129,0.797,0.0,0.118,0.231,-4.583,0.356,159.958,0,4
740,926,Emotionally Scarred,My Turn,Lil Baby,7ge7BHazYbVKi8qyZUX1Bm,2020-02-28,72,197529,0.585,0.0286,0.641,0.0,0.316,0.266,-4.269,0.133,88.284,6,4
741,927,Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,6klLvorLoo1sxvZcjJIY8I,2019-10-11,75,148629,0.876,0.0208,0.733,0.0,0.0999,0.962,-4.478,0.333,154.904,10,4
742,928,All Star (with Lil Tjay),All Star,Lil Tecca,62uolmVjOio9xIfwDM1ZvC,2020-03-13,61,180234,0.782,0.265,0.644,0.0,0.122,0.434,-5.559,0.162,129.972,1,4
743,929,Tip Toe (feat. A Boogie Wit da Hoodie),Please Excuse Me for Being Antisocial,Roddy Ricch,6ztvsy3C6hPjVg9j4x1XKJ,2019-12-06,60,185806,0.757,0.095,0.673,0.0,0.338,0.574,-8.513,0.141,92.958,1,3
744,931,Celebration Station,Eternal Atake,Lil Uzi Vert,25B5fGr9K0VdZJiRFsnMO4,2020-03-06,60,195058,0.748,0.101,0.771,0.0,0.135,0.792,-4.156,0.15,142.086,6,4
745,932,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,2019-10-04,76,189322,0.474,0.0687,0.631,0.0,0.132,0.425,-5.884,0.343,180.051,5,4
746,933,Me and My Guitar,Artist 2.0,A Boogie Wit da Hoodie,6cZH4rX1KTt1aJ3Ql6Ynja,2020-02-14,73,161764,0.644,0.473,0.587,0.0,0.0759,0.68,-6.736,0.353,173.972,7,4
747,934,Start Wit Me (feat. Gunna),Please Excuse Me for Being Antisocial,Roddy Ricch,7A20WnLkjtZU2d7hIB6Ziu,2019-12-06,66,158691,0.886,0.077,0.479,0.0,0.135,0.408,-8.054,0.334,130.029,4,4
748,936,F.N,True 2 Myself,Lil Tjay,0RLLvYBopDwooCyvnTwgYu,2019-10-11,79,224000,0.567,0.354,0.515,0.0,0.078,0.321,-10.265,0.247,120.1,6,1
749,937,Research,Flow $ZN,YSN Flow,4hnNNC40YL93JQ9Wx70fgD,2020-04-10,31,176545,0.78,0.271,0.512,0.0,0.18,0.813,-6.15,0.403,120.148,10,4
750,938,23 Island,Misunderstood,JayDaYoungan,2DnyKpPcFpC460wLJeGzOs,2019-10-11,67,243246,0.804,0.563,0.383,0.0,0.238,0.455,-10.984,0.354,118.009,7,4
751,939,OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,6gi6y1xwmVszDWkUqab1qw,2019-12-27,78,157712,0.802,0.0104,0.591,0.0,0.196,0.309,-4.895,0.225,139.864,8,4
752,941,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,2019-10-04,82,175720,0.598,0.0546,0.427,5.83e-06,0.21,0.0605,-8.764,0.0317,76.469,7,4
753,942,Fade Away,Fade Away,The Kid LAROI,32ypPhtgTaETvFn3ZIHXTW,2020-04-17,64,179252,0.726,0.406,0.414,0.0,0.0713,0.47,-12.296,0.269,150.009,9,4
754,943,High Fashion (feat. Mustard),Please Excuse Me for Being Antisocial,Roddy Ricch,07KXEDMj78x68D884wgVEm,2019-12-06,74,220486,0.831,0.269,0.499,0.0,0.3,0.511,-8.442,0.114,97.956,11,4
755,944,Did It Again,We Love You Tecca,Lil Tecca,4guBZjUyrGoHsTahO3IHdj,2019-08-30,73,116240,0.686,0.185,0.561,0.0,0.114,0.186,-9.929,0.191,148.775,10,4
756,946,Immortal,Immortal,21 Savage,4IO8X9W69dIQe0EC5ALXhq,2019-10-31,72,254723,0.741,0.00813,0.87,0.0,0.114,0.663,-3.494,0.503,184.194,6,4
757,947,Shots,We Love You Tecca,Lil Tecca,6eSU1exzDvBEXmBRxspeh5,2019-08-30,65,109373,0.829,0.525,0.582,0.0,0.0759,0.51,-5.721,0.0415,108.028,7,4
758,948,VIBEZ,KIRK,DaBaby,0fySG6A6qLE8IvDpayb5bM,2019-09-27,72,144935,0.768,0.113,0.652,0.0,0.107,0.777,-2.708,0.307,154.187,1,4
759,949,223's (feat. 9lokknine),Melly vs. Melvin,YNW Melly,29ZXwWOOLz9t5fa3eT3i7T,2019-11-22,67,176640,0.932,0.0388,0.547,0.0,0.0924,0.695,-7.787,0.333,94.998,0,4
760,951,HeadBand (feat. 2 Chainz),Underground Luxury,B.o.B,2LvRR121MWFmmEGkuV2vQP,2013-12-16,69,220240,0.919,0.132,0.506,0.0,0.0771,0.273,-7.14,0.304,97.465,1,4
761,952,21,THE GOAT,Polo G,3JKgcAa7r07ocVWcV8bS0H,2020-05-15,77,163797,0.783,0.149,0.479,0.0,0.101,0.533,-10.646,0.541,176.027,7,4
762,953,Riot,Riot,XXXTENTACION,4aOOExMBUyxKnEYb39SrTg,2020-06-01,75,78680,0.509,0.019,0.542,0.00639,0.23,0.151,-8.027,0.442,97.767,3,4
763,954,10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,0AluA5RNsa4Cx6XRhf2hWZ,2018-11-06,78,208293,0.81,0.588,0.353,0.0,0.102,0.0727,-9.931,0.31,88.031,6,4
764,956,Love Me,We Love You Tecca,Lil Tecca,4e0FYxSROat25pH16zMTZI,2019-08-30,77,117013,0.719,0.632,0.538,0.0,0.135,0.803,-6.897,0.28,204.132,11,4
765,957,a lot,i am > i was,21 Savage,2t8yVaLvJ0RenpXUIAC52d,2018-12-21,80,288624,0.837,0.0395,0.636,0.00125,0.342,0.274,-7.643,0.086,145.972,1,4
766,958,Taste (feat. Offset),Taste (feat. Offset),Tyga,5IaHrVsrferBYDm0bDyABy,2018-05-16,75,232959,0.884,0.0236,0.559,0.0,0.101,0.342,-7.442,0.12,97.994,0,4
767,959,Look Back at It,Hoodie SZN,A Boogie Wit da Hoodie,3Ol2xnObFdKV9pmRD2t9x8,2018-12-21,74,179449,0.791,0.407,0.587,0.0,0.148,0.536,-5.075,0.0413,96.057,3,4
768,961,HUMBLE.,DAMN.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,84,177000,0.908,0.000282,0.621,5.39e-05,0.0958,0.421,-6.638,0.102,150.011,1,4
769,962,We Still in this Bitch (feat. T.I. and Juicy J),Underground Luxury,B.o.B,3aHkbJXFYpPrup2K8wvDOV,2013-12-16,56,247986,0.693,0.013,0.733,0.0,0.0924,0.497,-5.126,0.139,140.01,1,4
770,963,Who Do You Love?,My Krazy Life (Deluxe),YG,1uDjaezEbalGyGnuH80zDK,2014-01-01,0,233506,0.676,0.0281,0.415,0.0,0.0915,0.146,-9.752,0.508,193.206,9,4
771,964,The Buzz,The Buzz EP,Hermitude,5BlFSazmvKtnxCqYT0eALH,2015-07-17,0,221786,0.726,0.334,0.583,0.00135,0.122,0.491,-6.434,0.23,140.943,0,4
772,966,Shotta Flow 5,Shotta Flow 5,NLE Choppa,1orjH4IkSH9VrWmRCToKV8,2020-06-12,62,145167,0.806,0.0838,0.749,0.0,0.0621,0.77,-5.268,0.328,140.032,1,4
773,967,Make It Rain,Make It Rain,Pop Smoke,4TgHt7vKCimpywaiKfl0uj,2020-06-12,62,204000,0.54,0.194,0.77,2.74e-05,0.372,0.565,-3.981,0.389,159.494,1,4
774,968,Covid (feat. Lil Baby),The Smartest,Tee Grizzley,1ZLY8266W29FyBgHtiJmt4,2020-06-19,40,147706,0.858,0.452,0.626,2.28e-05,0.118,0.724,-7.797,0.312,100.542,9,4
775,969,The Smartest Intro,The Smartest,Tee Grizzley,2ZccygxtuXd0hu8zF7GQbO,2020-06-19,51,184793,0.84,0.449,0.704,0.0,0.145,0.381,-5.986,0.199,103.998,6,4
776,971,Everything,The Smartest,Tee Grizzley,21DGZdB8iX2fadmNTY41nh,2020-06-19,43,113711,0.914,0.223,0.897,0.0316,0.118,0.796,-3.012,0.247,102.013,7,4
777,972,Trenches (feat. Big Sean),The Smartest,Tee Grizzley,1YARvmnEtIcMubDqNlUhEC,2020-06-19,47,156216,0.808,0.385,0.757,0.0,0.361,0.385,-3.615,0.097,104.967,4,4
778,973,Again,Fetty Wap (Deluxe),Fetty Wap,3ESSGgWzRf1xvP7G5hHMhB,2015-09-25,67,312240,0.748,0.0062,0.733,0.0,0.329,0.291,-4.421,0.072,93.019,11,4
779,974,Faneto,Back From The Dead 2,Chief Keef,6J1SjVyNDzkZ3sF85Ndd3B,2015-06-16,44,206654,0.849,0.346,0.755,0.0,0.0564,0.393,-7.399,0.363,144.186,1,4
780,976,PICK UP (feat. Quavo),BLAME IT ON BABY,DaBaby,5gNOINI5dXZVom2b36LMOd,2020-04-17,62,118546,0.915,0.0944,0.612,0.0,0.115,0.758,-4.535,0.407,129.93,1,4
781,977,We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,6gxKUmycQX7uyMwJcweFjp,2020-05-01,74,181929,0.926,0.135,0.542,0.0,0.0877,0.564,-5.064,0.293,135.14,1,4
782,978,Ghostface Killers (feat. Travis Scott),Without Warning,21 Savage,5u6vkDnOyaf8LsteDAj2ub,2017-10-30,70,268933,0.782,0.333,0.435,1.31e-05,0.342,0.242,-7.033,0.156,82.996,2,4
783,979,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,4wVOKKEHUJxHCFFNUWDn0B,2020-05-01,80,220487,0.735,0.629,0.449,0.0,0.113,0.0397,-7.507,0.347,122.947,10,4
784,981,I'm Goin In,I'm Goin In,Drake,5aooThgj87ID0vgiyvcjPM,2009-09-15,65,225306,0.662,0.0389,0.763,0.0,0.103,0.566,-8.455,0.377,170.031,1,4
785,982,Slide (feat. Blueface & Lil Tjay),Slide (feat. Blueface & Lil Tjay),French Montana,40Zb4FZ6nS1Hj8RVfaLkCV,2019-04-16,55,186344,0.532,0.093,0.704,0.0,0.184,0.591,-3.895,0.26,96.004,5,4
786,983,Aim For The Moon (feat. Quavo),Shoot For The Stars Aim For The Moon,Pop Smoke,6O7fPYTsb2mY0PiFt2ymDB,2020-07-03,64,175756,0.713,0.497,0.605,3.46e-06,0.115,0.432,-7.487,0.107,142.025,11,4
787,984,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,0PvFJmanyNQMseIFrU708S,2020-07-03,82,190476,0.823,0.114,0.586,0.0,0.193,0.347,-6.606,0.2,125.971,6,4
788,986,Creature (feat. Swae Lee),Shoot For The Stars Aim For The Moon,Pop Smoke,3eV2WT9YhfzkxbufnBF8wK,2020-07-03,60,202815,0.794,0.0511,0.717,0.0,0.195,0.372,-5.73,0.251,141.881,7,4
789,987,Snitching (feat. Quavo & Future),Shoot For The Stars Aim For The Moon,Pop Smoke,2FhEj9lvEIaJihjFprRrGt,2020-07-03,56,259346,0.944,0.0381,0.579,0.0,0.253,0.769,-4.961,0.191,135.033,8,4
790,988,West Coast Shit (feat. Tyga & Quavo),Shoot For The Stars Aim For The Moon,Pop Smoke,1JDhNQ0oOT7XpclZn3aQ8F,2020-07-03,58,192000,0.831,0.0885,0.762,0.0,0.107,0.495,-5.656,0.207,99.999,11,4
791,989,Tunnel Vision (Outro),Shoot For The Stars Aim For The Moon,Pop Smoke,2SxR5RitJdsG6wINvJLBSD,2020-07-03,56,132587,0.718,0.363,0.66,0.0,0.159,0.659,-7.39,0.325,142.879,2,4
792,991,"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,5h5tBFnbcVioFXiOixTn6E,2012-10-22,67,310720,0.587,0.0152,0.698,0.0,0.442,0.0985,-8.948,0.0943,133.954,1,4
793,992,Down Below,Feed Tha Streets II,Roddy Ricch,4SWWe2OYC4mqf40Gc2RSdl,2018-11-02,75,224002,0.926,0.036,0.454,0.000422,0.0896,0.34,-9.932,0.0732,119.969,6,4
794,993,Stay High,Legends Never Die,Juice WRLD,1AnkdcHl86kEhDvhaKDuIe,2020-07-10,0,168684,0.745,0.439,0.5,0.0,0.0943,0.433,-6.184,0.136,76.968,8,4
795,994,Man Of The Year,Legends Never Die,Juice WRLD,1uA914Md6wsy9NDryyBypH,2020-07-10,1,136408,0.621,0.00584,0.695,0.0,0.086,0.298,-5.124,0.0911,173.966,4,4
796,996,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,2MbdDtCv5LUVjYy9RuGTgC,2020-06-24,77,227478,0.904,0.0631,0.723,0.0,0.185,0.835,-5.224,0.26,145.013,11,4
797,997,California Love - Original Version,The Best of 2Pac,2Pac,3djNBlI7xOggg7pnsOLaNm,2007-12-03,68,284480,0.761,0.0292,0.847,2.26e-06,0.39,0.765,-3.068,0.0417,91.519,7,4
798,998,March Madness,March Madness,Future,6hVGw7yVUd2bpdHMPCWrtN,2015-08-31,0,244613,0.406,0.173,0.661,0.0,0.101,0.335,-5.142,0.311,180.206,8,3
799,999,Aww Mane,Aww Mane,Bway Yungy,57tZ51d2ReoFiLhCG00Un7,2020-06-18,0,158184,0.552,0.203,0.713,0.0,0.0833,0.695,-7.363,0.296,170.042,7,4
800,1001,Why We Thugs,"Laugh Now, Cry Later",Ice Cube,5880eYQmXx3c3oD22IljIt,2006-01-01,67,224106,0.683,0.326,0.59,0.0,0.148,0.653,-5.423,0.458,100.892,1,4
801,1002,Watch Out,Watch Out,2 Chainz,22DKsoYFV5npPXmnPpXL7i,2015-07-22,56,207813,0.899,0.826,0.504,0.0,0.052,0.537,-6.758,0.5,129.89,8,4
802,1003,We Dem Boyz,Blacc Hollywood (Deluxe),Wiz Khalifa,1ULa3GfdMKs0MfRpm6xVlu,2014-08-19,65,224933,0.717,0.00689,0.862,0.0,0.321,0.52,-4.736,0.054,130.021,8,4
803,1004,My Nigga,My Krazy Life (Deluxe),YG,02pf9lLM8Nb8l4u4ts1GWb,2014-01-01,1,235600,0.673,0.0933,0.464,0.0,0.21,0.762,-6.864,0.201,171.043,10,4
804,1006,6 Foot 7 Foot,Tha Carter IV (Deluxe),Lil Wayne,0z5ZPs57J2KERwM1tBM2GF,2011-01-01,4,248586,0.365,0.000707,0.751,0.0,0.318,0.604,-5.429,0.304,79.119,2,4
805,1007,I Don't Fuck With You,Dark Sky Paradise,Big Sean,7FYH5AW3bVfZHJIQpq3UOA,2015-02-24,75,284386,0.824,0.0362,0.733,0.0,0.325,0.395,-5.474,0.0613,97.972,1,4
806,1008,Still D.R.E.,2001,Dr. Dre,503OTo2dSqe7qk76rgsbep,1999-11-16,85,270586,0.816,0.16,0.775,0.00031,0.0543,0.527,-3.323,0.234,93.431,11,4
807,1009,POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,6EDO9iiTtwNv6waLwa1UUq,2020-07-17,76,200221,0.8,0.057,0.56,0.0,0.134,0.45,-4.818,0.261,163.071,5,4
808,1011,Thrift Shop (feat. Wanz),The Heist (Deluxe Edition),Macklemore & Ryan Lewis,3AYcyxEACnmE6d96RPubID,2012-10-09,1,235613,0.781,0.0619,0.526,0.0,0.0457,0.662,-6.985,0.293,94.992,6,4
809,1012,Life Goes On,Harder Than Ever,Lil Baby,2bSk87AVkCIIC3Bcligq1z,2018-05-18,76,247054,0.716,0.0021,0.541,0.0,0.115,0.387,-7.909,0.149,139.978,1,4
810,1013,Through the Storm,Through the Storm,YoungBoy Never Broke Again,2u6XJ2PPaCyyRJqC0x6TMH,2018-06-08,0,163566,0.881,0.631,0.581,0.0,0.0986,0.876,-5.162,0.0901,78.508,5,4
